no_head,,,,,,,,,,,,,,,,,,,,,,,,,
766610, BCD2007666,3,44.268333,-63.318333,10,306520," ""Jun 20 2007"""," ""13:30:17""",24.1369,6.21923, ,31.2986,509,9.5437,1.678,3.405521,10, , , , , , ,-1.5562,9.95E-02
766610, BCD2007666,3,44.268333,-63.318333,9,306519," ""Jun 20 2007"""," ""13:33:57""",24.2172,6.5304, ,31.3628,2268,9.353,4.724,3.395621,9, , , , , , ,-1.5562,8.96E-02
766610, BCD2007666,3,44.268333,-63.318333,8,306518," ""Jun 20 2007"""," ""13:34:14""",24.3264,6.53955, ,31.449,2405,9.0836,10.258,3.381178,8, , , , , , ,-1.5562,1.14E-01
766610, BCD2007666,3,44.268333,-63.318333,7,306517," ""Jun 20 2007"""," ""13:34:46""",24.7572,6.95838, ,31.4758,2661,6.1004,20.055,3.131971,7, , , , , , ,-1.5573,3.68E-01
766610, BCD2007666,3,44.268333,-63.318333,6,306516," ""Jun 20 2007"""," ""13:35:15""",25.1238,6.95909, ,31.4766,2890,2.3615,30.472,2.826061,6, , , , , , ,-1.5573,2.43E-01
766610, BCD2007666,3,44.268333,-63.318333,5,306515," ""Jun 20 2007"""," ""13:35:45""",25.4211,7.32961, ,31.8212,3135,2.0659,40.75,2.830571,5, , , , , , ,-1.5573,4.53E-01
766610, BCD2007666,3,44.268333,-63.318333,4,306514," ""Jun 20 2007"""," ""13:36:18""",25.6585,7.0534, ,32.1083,3394,1.9601,50.781,2.845517,4, , , , , , ,-1.5551,1.61E-01
766610, BCD2007666,3,44.268333,-63.318333,3,306513," ""Jun 20 2007"""," ""13:38:03""",25.9783,6.48003, ,32.4909,4234,1.7725,75.332,2.861875,3, , , , , , ,-1.5562,5.95E-02
766610, BCD2007666,3,44.268333,-63.318333,2,306512," ""Jun 20 2007"""," ""13:39:46""",26.2908,5.57103, ,33.0444,5061,3.3799,100.451,3.042329,2, , , , , , ,-1.5573,6.16E-02
766610, BCD2007666,3,44.268333,-63.318333,1,306511," ""Jun 20 2007"""," ""13:42:16""",26.6579,4.19358, ,33.8288,6261,5.7648,141.639,3.318182,1, , , , , , ,-1.5584,5.86E-02
766610, BCD2007666,4,44.266667,-63.316667,10,306530," ""Aug 29 2007"""," ""12:58:34""",22.1659,5.64588, ,30.6227,501,16.9688,1.495,3.980539,10, , , , , , ,-1.5595,2.64E-01
766610, BCD2007666,4,44.266667,-63.316667,9,306529," ""Aug 29 2007"""," ""13:04:06""",22.2045,5.66357, ,30.6361,2666,16.8461,5.748,3.971388,9, , , , , , ,-1.554,2.66E-01
766610, BCD2007666,4,44.266667,-63.316667,8,306528," ""Aug 29 2007"""," ""13:04:15""",22.7665,5.42287, ,30.6766,2738,14.4069,10.791,3.76159,8, , , , , , ,-1.5562,2.40E-01
766610, BCD2007666,4,44.266667,-63.316667,7,306527," ""Aug 29 2007"""," ""13:04:33""",24.9817,5.80006, ,32.0161,2882,7.6466,20.613,3.312375,7, , , , , , ,-1.5573,3.46E-01
766610, BCD2007666,4,44.266667,-63.316667,6,306526," ""Aug 29 2007"""," ""13:04:54""",25.5528,6.28553, ,32.0872,3049,3.092,30.314,2.935688,6, , , , , , ,-1.5562,4.65E-01
766610, BCD2007666,4,44.266667,-63.316667,5,306525," ""Aug 29 2007"""," ""13:05:14""",25.7806,6.52626, ,32.3627,3211,2.9984,40.292,2.951174,5, , , , , , ,-1.5584,2.25E-01
766610, BCD2007666,4,44.266667,-63.316667,4,306524," ""Aug 29 2007"""," ""13:05:36""",25.9883,6.18526, ,32.5416,3388,2.1928,50.906,2.899514,4, , , , , , ,-1.5562,9.09E-02
766610, BCD2007666,4,44.266667,-63.316667,3,306523," ""Aug 29 2007"""," ""13:06:35""",26.1516,5.90534, ,32.7074,3858,1.7755,75.465,2.879405,3, , , , , , ,-1.5573,4.27E-02
766610, BCD2007666,4,44.266667,-63.316667,2,306522," ""Aug 29 2007"""," ""13:07:45""",26.4007,5.59844, ,33.2759,4424,4.1464,101.102,3.127264,2, , , , , , ,-1.5573,5.77E-02
766610, BCD2007666,4,44.266667,-63.316667,1,306521," ""Aug 29 2007"""," ""13:09:35""",26.6881,4.11968, ,33.8989,5303,5.9692,140.929,3.3425,1, , , , , , ,-1.5562,3.75E-02
766610, BCD2007666,6,44.266667,-63.316667,10,306550," ""Nov 06 2007"""," ""14:08:23""",23.7934,6.18273, ,30.95,501,9.9899,1.495,3.409169,10, , , , , , ,-1.5595,3.15E-01
766610, BCD2007666,6,44.266667,-63.316667,9,306549," ""Nov 06 2007"""," ""14:13:21""",23.7959,6.22622, ,30.9501,2394,9.9755,5.639,3.408119,9, , , , , , ,-1.5573,3.30E-01
766610, BCD2007666,6,44.266667,-63.316667,8,306548," ""Nov 06 2007"""," ""14:13:32""",23.7985,6.24969, ,30.9503,2485,9.9609,10.824,3.407119,8, , , , , , ,-1.5573,4.19E-01
766610, BCD2007666,6,44.266667,-63.316667,7,306547," ""Nov 06 2007"""," ""14:13:56""",23.7992,6.25269, ,30.9498,2674,9.955,21.188,3.406998,7, , , , , , ,-1.5573,4.28E-01
766610, BCD2007666,6,44.266667,-63.316667,6,306546," ""Nov 06 2007"""," ""14:14:20""",23.8061,6.22976, ,30.9705,2872,10.0131,30.33,3.41438,6, , , , , , ,-1.5595,3.43E-01
766610, BCD2007666,6,44.266667,-63.316667,5,306545," ""Nov 06 2007"""," ""14:14:46""",24.2869,6.20285, ,31.3406,3081,8.7883,40.067,3.346759,5, , , , , , ,-1.5595,2.22E-01
766610, BCD2007666,6,44.266667,-63.316667,4,306544," ""Nov 06 2007"""," ""14:15:14""",25.4042,6.07944, ,32.1351,3301,5.0075,51.048,3.10014,4, , , , , , ,-1.5573,1.21E-01
766610, BCD2007666,6,44.266667,-63.316667,3,306543," ""Nov 06 2007"""," ""14:16:21""",25.9461,6.15875, ,32.5714,3840,3.012,76.099,2.971099,3, , , , , , ,-1.5595,8.23E-02
766610, BCD2007666,6,44.266667,-63.316667,2,306542," ""Nov 06 2007"""," ""14:17:43""",26.2567,5.76792, ,32.9651,4491,3.0542,101.77,3.008264,2, , , , , , ,-1.5573,7.15E-02
